requestID,eventTime,eventName,eventSource,sourceIPAddress,awsRegion,userIdentity,userAgent,errorCode,failedLoginAttempts,apiCallFrequency,geoAnomaly,rootAccountUsage,offHoursAccess,mfaDisabled,errorFlag,sensitiveAPICall,label
req-00025c-8141,2024-01-03T10:30:37Z,DescribeInstances,ec2.amazonaws.com,10.0.0.1,ca-central-1,devops,console.aws.amazon.com,,3,1,0,0,0,0,0,0,NORMAL
req-000052-7684,2024-01-23T10:10:19Z,GetCallerIdentity,sts.amazonaws.com,10.0.1.20,ca-central-1,api-user,aws-cli/2.13.0,,4,1,0,0,0,0,0,0,NORMAL
req-000310-1872,2024-01-10T17:50:09Z,PutBucketPolicy,s3.amazonaws.com,103.21.244.0,ru-central-1,api-user,Mozilla/5.0 (unknown),UnauthorizedOperation,2,51,1,0,0,0,1,0,SUSPICIOUS
req-00024c-2749,2024-01-07T17:19:44Z,AssumeRole,sts.amazonaws.com,192.168.1.100,ap-northeast-1,terraform-svc,Boto3/1.28.0,,3,15,0,0,0,0,0,0,NORMAL
req-00031e-5769,2024-01-30T02:24:18Z,GetSecretValue,secretsmanager.amazonaws.com,45.155.205.12,sa-east-1,root,aws-cli/2.13.0,,1,49,1,0,1,0,0,1,SUSPICIOUS
req-0000f0-6399,2024-01-13T07:21:53Z,AssumeRole,sts.amazonaws.com,52.94.228.167,eu-west-2,john.doe,console.aws.amazon.com,,4,7,0,0,0,0,0,0,NORMAL
req-000123-8600,2024-01-19T11:50:19Z,AssumeRole,sts.amazonaws.com,54.239.28.85,eu-west-2,svc-billing,aws-cli/2.13.0,,4,4,0,0,0,0,0,0,NORMAL
req-0000d4-6253,2024-01-08T11:52:58Z,DescribeInstances,ec2.amazonaws.com,192.168.1.100,ap-south-1,api-user,AWS Internal,,4,6,0,0,0,0,0,0,NORMAL
req-0002ce-7912,2024-01-10T02:49:29Z,RunInstances,ec2.amazonaws.com,192.168.1.100,ru-central-1,devops,console.aws.amazon.com,InvalidClientTokenId,1,80,1,0,1,0,1,0,SUSPICIOUS
req-000168-2741,2024-01-20T18:07:18Z,DescribeInstances,ec2.amazonaws.com,10.0.1.20,us-west-2,admin,aws-cli/2.13.0,,0,13,0,0,0,0,0,0,NORMAL
req-0001c2-4863,2024-01-08T17:52:06Z,DescribeInstances,ec2.amazonaws.com,52.94.228.167,ap-northeast-1,terraform-svc,Terraform/1.5.0,,2,13,0,0,0,0,0,0,NORMAL
req-0000e4-7640,2024-01-28T20:05:41Z,GetObject,s3.amazonaws.com,52.94.228.167,us-west-2,svc-billing,Boto3/1.28.0,,0,2,0,0,0,0,0,0,NORMAL
req-0003b7-6710,2024-01-05T22:17:17Z,StopLogging,cloudtrail.amazonaws.com,45.155.205.12,ap-south-1,root,libwww-perl/6.07,,35,45,1,1,1,1,0,1,ATTACK
req-0003b3-2520,2024-01-04T23:06:09Z,DeleteTrail,cloudtrail.amazonaws.com,103.21.244.0,ru-central-1,root,python-requests/2.31,UnauthorizedOperation,23,53,1,1,1,1,1,1,ATTACK
req-00031d-3808,2024-01-15T18:40:57Z,AttachUserPolicy,iam.amazonaws.com,52.94.228.167,cn-north-1,admin,python-requests/2.31,,2,31,1,0,0,0,0,1,SUSPICIOUS
req-0001f6-5237,2024-01-07T15:13:34Z,AssumeRole,sts.amazonaws.com,172.16.0.5,ap-south-1,john.doe,Terraform/1.5.0,,4,13,0,0,0,0,0,0,NORMAL
req-0001d1-7467,2024-01-12T15:12:26Z,DescribeInstances,ec2.amazonaws.com,10.0.2.45,ap-northeast-1,iam-readonly,console.aws.amazon.com,,4,7,0,0,0,0,0,0,NORMAL
req-00016b-8606,2024-01-21T11:14:29Z,ConsoleLogin,signin.amazonaws.com,10.0.0.1,us-west-2,admin,Terraform/1.5.0,,2,5,0,0,0,0,0,0,NORMAL
req-0001d5-8597,2024-01-14T12:19:50Z,AssumeRole,sts.amazonaws.com,10.0.2.45,ap-south-1,devops,Boto3/1.28.0,,3,6,0,0,0,0,0,0,NORMAL
req-0003a8-1265,2024-01-12T01:13:12Z,DeleteTrail,cloudtrail.amazonaws.com,203.0.113.99,sa-east-1,admin,python-requests/2.31,UnauthorizedOperation,5,67,1,1,1,1,1,1,ATTACK
req-0001ad-5155,2024-01-14T12:23:06Z,ListBuckets,s3.amazonaws.com,172.16.0.5,ap-northeast-1,svc-lambda,aws-cli/2.13.0,,1,7,0,0,0,0,0,0,NORMAL
req-000008-9179,2024-01-29T16:45:20Z,DescribeInstances,ec2.amazonaws.com,10.0.0.1,us-east-1,john.doe,Boto3/1.28.0,,1,11,0,0,0,0,0,0,NORMAL
req-00009c-3039,2024-01-28T12:49:03Z,GetObject,s3.amazonaws.com,34.224.10.5,us-west-2,john.doe,Boto3/1.28.0,,2,5,0,0,0,0,0,0,NORMAL
req-00021e-8921,2024-01-29T14:32:09Z,AssumeRole,sts.amazonaws.com,10.0.2.45,eu-west-2,admin,AWS Internal,,1,6,0,0,0,0,0,0,NORMAL
req-0001b9-9462,2024-01-08T18:51:20Z,GetCallerIdentity,sts.amazonaws.com,192.168.1.100,us-west-2,john.doe,Boto3/1.28.0,,3,6,0,0,0,0,0,0,NORMAL
req-0001e3-1994,2024-01-16T17:59:56Z,ConsoleLogin,signin.amazonaws.com,192.168.1.100,ap-south-1,terraform-svc,console.aws.amazon.com,,0,8,0,0,0,0,0,0,NORMAL
req-0001a7-8429,2024-01-06T11:46:43Z,ListBuckets,s3.amazonaws.com,10.0.2.45,us-east-1,svc-lambda,AWS Internal,,2,15,0,0,0,0,0,0,NORMAL
req-00030b-4018,2024-01-26T10:47:24Z,AttachUserPolicy,iam.amazonaws.com,91.108.4.1,cn-north-1,devops,Mozilla/5.0 (unknown),,1,71,1,0,0,0,0,1,SUSPICIOUS
req-0003b6-3496,2024-01-20T01:01:34Z,CreateUser,iam.amazonaws.com,198.51.100.77,eu-west-2,john.doe,Mozilla/5.0 (unknown),UnauthorizedOperation,6,86,1,0,1,1,1,1,ATTACK
req-00014f-6257,2024-01-05T10:19:47Z,DescribeInstances,ec2.amazonaws.com,172.31.0.10,us-west-2,terraform-svc,AWS Internal,,3,13,0,0,0,0,0,0,NORMAL
req-000241-4193,2024-01-08T18:46:43Z,DescribeInstances,ec2.amazonaws.com,10.0.0.1,eu-west-2,iam-readonly,console.aws.amazon.com,,4,13,0,0,0,0,0,0,NORMAL
req-0003a7-2596,2024-01-01T22:28:53Z,CreateLoginProfile,iam.amazonaws.com,91.108.4.1,ru-central-1,root,curl/7.88.1,AccessDenied,13,77,1,1,1,1,1,1,ATTACK
req-000238-5827,2024-01-19T14:46:21Z,ListBuckets,s3.amazonaws.com,172.31.5.22,ap-south-1,devops,Terraform/1.5.0,,3,6,0,0,0,0,0,0,NORMAL
req-000253-7801,2024-01-03T12:07:17Z,ConsoleLogin,signin.amazonaws.com,172.31.0.10,us-west-2,api-user,console.aws.amazon.com,,1,13,0,0,0,0,0,0,NORMAL
req-000213-9666,2024-01-23T10:13:39Z,GetCallerIdentity,sts.amazonaws.com,172.16.0.5,us-east-1,devops,AWS Internal,,0,2,0,0,0,0,0,0,NORMAL
req-000246-2137,2024-01-09T07:52:16Z,DescribeInstances,ec2.amazonaws.com,10.0.2.45,ap-south-1,devops,Boto3/1.28.0,,1,8,0,0,0,0,0,0,NORMAL
req-0002c4-5891,2024-01-21T09:48:41Z,AttachUserPolicy,iam.amazonaws.com,203.0.113.99,ru-central-1,iam-readonly,Boto3/1.28.0,,1,35,1,0,0,0,0,1,SUSPICIOUS
req-0001c1-7099,2024-01-16T09:27:13Z,ConsoleLogin,signin.amazonaws.com,192.168.1.100,ca-central-1,svc-billing,Boto3/1.28.0,,3,12,0,0,0,0,0,0,NORMAL
req-0001c6-9821,2024-01-22T20:38:12Z,ListBuckets,s3.amazonaws.com,172.31.5.22,ap-south-1,admin,Boto3/1.28.0,,4,10,0,0,0,0,0,0,NORMAL
req-0000e5-2562,2024-01-28T14:27:41Z,DescribeInstances,ec2.amazonaws.com,34.224.10.5,ap-south-1,john.doe,aws-cli/2.13.0,,2,10,0,0,0,0,0,0,NORMAL
req-000161-9745,2024-01-14T13:30:24Z,GetCallerIdentity,sts.amazonaws.com,10.0.2.45,ap-northeast-1,svc-lambda,aws-cli/2.13.0,,0,1,0,0,0,0,0,0,NORMAL
req-0002d9-3527,2024-01-15T22:48:32Z,RunInstances,ec2.amazonaws.com,54.239.28.85,ap-northeast-1,svc-lambda,Boto3/1.28.0,,3,32,0,0,1,0,0,0,SUSPICIOUS
req-0000d5-7999,2024-01-02T11:35:37Z,DescribeInstances,ec2.amazonaws.com,172.31.0.10,ap-northeast-1,devops,AWS Internal,,1,11,0,0,0,0,0,0,NORMAL
req-000050-7770,2024-01-27T15:00:42Z,GetCallerIdentity,sts.amazonaws.com,54.239.28.85,ca-central-1,devops,Boto3/1.28.0,,4,8,0,0,0,0,0,0,NORMAL
req-000095-5720,2024-01-24T15:38:33Z,GetCallerIdentity,sts.amazonaws.com,10.0.0.1,us-east-1,iam-readonly,aws-cli/2.13.0,,3,2,0,0,0,0,0,0,NORMAL
req-00012f-7990,2024-01-13T18:31:01Z,ConsoleLogin,signin.amazonaws.com,172.31.5.22,ca-central-1,devops,aws-cli/2.13.0,,3,11,0,0,0,0,0,0,NORMAL
req-000275-1369,2024-01-26T10:59:49Z,GetCallerIdentity,sts.amazonaws.com,10.0.0.1,ap-northeast-1,api-user,aws-cli/2.13.0,,2,4,0,0,0,0,0,0,NORMAL
req-00030a-4594,2024-01-04T05:29:56Z,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,185.220.101.47,ru-central-1,svc-billing,curl/7.88.1,AccessDenied,0,83,1,0,0,0,1,0,SUSPICIOUS
req-0001fb-5221,2024-01-17T10:17:51Z,GetCallerIdentity,sts.amazonaws.com,172.16.0.5,eu-west-2,svc-lambda,Boto3/1.28.0,,0,11,0,0,0,0,0,0,NORMAL
req-000157-7131,2024-01-13T16:37:06Z,DescribeSecurityGroups,ec2.amazonaws.com,52.94.228.167,us-east-1,api-user,Boto3/1.28.0,,0,9,0,0,0,0,0,0,NORMAL
req-0001e6-7997,2024-01-21T19:36:22Z,ListBuckets,s3.amazonaws.com,172.31.5.22,ap-northeast-1,svc-lambda,Terraform/1.5.0,,3,12,0,0,0,0,0,0,NORMAL
req-0002c8-2253,2024-01-17T07:27:18Z,RunInstances,ec2.amazonaws.com,192.0.2.45,eu-west-2,terraform-svc,curl/7.88.1,,4,26,1,0,0,0,0,0,SUSPICIOUS
req-000086-4084,2024-01-19T14:35:50Z,ConsoleLogin,signin.amazonaws.com,172.31.0.10,ap-northeast-1,api-user,AWS Internal,,0,8,0,0,0,0,0,0,NORMAL
req-0002c0-5657,2024-01-22T15:06:56Z,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,192.0.2.45,cn-north-1,admin,curl/7.88.1,,2,23,1,0,0,0,0,0,SUSPICIOUS
req-000138-6978,2024-01-25T09:07:54Z,GetObject,s3.amazonaws.com,172.31.0.10,ap-south-1,api-user,Boto3/1.28.0,,4,14,0,0,0,0,0,0,NORMAL
req-0002d3-5806,2024-01-30T10:38:54Z,PutBucketPolicy,s3.amazonaws.com,54.239.28.85,ap-northeast-1,terraform-svc,python-requests/2.31,,3,36,0,0,0,0,0,0,SUSPICIOUS
req-000276-9381,2024-01-07T13:31:20Z,ConsoleLogin,signin.amazonaws.com,172.31.0.10,ca-central-1,terraform-svc,console.aws.amazon.com,,4,10,0,0,0,0,0,0,NORMAL
req-000001-7912,2024-01-24T17:57:34Z,ListBuckets,s3.amazonaws.com,10.0.0.1,us-east-1,svc-lambda,Boto3/1.28.0,,0,10,0,0,0,0,0,0,NORMAL
req-00013d-5345,2024-01-24T17:56:21Z,GetObject,s3.amazonaws.com,172.16.0.5,ap-south-1,svc-lambda,AWS Internal,,3,1,0,0,0,0,0,0,NORMAL
req-0002c3-4933,2024-01-13T19:05:25Z,AttachUserPolicy,iam.amazonaws.com,203.0.113.99,sa-east-1,devops,AWS Internal,UnauthorizedOperation,2,42,1,0,0,0,1,1,SUSPICIOUS
req-000224-7987,2024-01-02T17:06:24Z,ListBuckets,s3.amazonaws.com,54.239.28.85,ap-south-1,devops,Terraform/1.5.0,,0,2,0,0,0,0,0,0,NORMAL
req-000369-1693,2024-01-08T11:47:42Z,GetSecretValue,secretsmanager.amazonaws.com,54.239.28.85,ap-south-1,devops,Go-http-client/1.1,,4,97,0,0,0,0,0,1,SUSPICIOUS
req-000215-4812,2024-01-21T18:31:31Z,ListBuckets,s3.amazonaws.com,10.0.1.20,ap-northeast-1,devops,AWS Internal,,1,15,0,0,0,0,0,0,NORMAL
req-0001de-2128,2024-01-28T11:53:38Z,AssumeRole,sts.amazonaws.com,172.16.0.5,eu-west-2,svc-lambda,aws-cli/2.13.0,,4,3,0,0,0,0,0,0,NORMAL
req-000195-1891,2024-01-07T11:07:11Z,GetObject,s3.amazonaws.com,172.31.0.10,us-east-1,api-user,aws-cli/2.13.0,,4,14,0,0,0,0,0,0,NORMAL
req-0000ad-8202,2024-01-15T11:04:44Z,DescribeInstances,ec2.amazonaws.com,172.31.5.22,us-west-2,svc-lambda,Terraform/1.5.0,,0,3,0,0,0,0,0,0,NORMAL
req-00007e-7505,2024-01-27T15:42:51Z,GetCallerIdentity,sts.amazonaws.com,52.94.228.167,ap-northeast-1,john.doe,aws-cli/2.13.0,,2,2,0,0,0,0,0,0,NORMAL
req-00018b-9468,2024-01-09T13:34:46Z,GetObject,s3.amazonaws.com,10.0.1.20,ca-central-1,terraform-svc,Boto3/1.28.0,,2,1,0,0,0,0,0,0,NORMAL
req-0001a5-1305,2024-01-17T09:25:38Z,ConsoleLogin,signin.amazonaws.com,34.224.10.5,ap-south-1,john.doe,AWS Internal,,4,11,0,0,0,0,0,0,NORMAL
req-000229-2162,2024-01-04T15:25:52Z,GetCallerIdentity,sts.amazonaws.com,172.31.0.10,eu-west-2,api-user,Boto3/1.28.0,,0,6,0,0,0,0,0,0,NORMAL
req-000388-1729,2024-01-23T23:17:40Z,DeleteBucket,s3.amazonaws.com,192.0.2.45,ca-central-1,root,libwww-perl/6.07,AccessDenied,39,35,1,1,1,0,1,0,ATTACK
req-00005b-3725,2024-01-25T08:40:45Z,DescribeInstances,ec2.amazonaws.com,10.0.1.20,us-east-1,admin,Boto3/1.28.0,,0,8,0,0,0,0,0,0,NORMAL
req-0003ac-8601,2024-01-04T03:12:54Z,PutUserPolicy,iam.amazonaws.com,185.220.101.47,cn-north-1,admin,curl/7.88.1,,35,35,1,1,1,0,0,1,ATTACK
req-0000b6-9351,2024-01-10T20:37:21Z,ConsoleLogin,signin.amazonaws.com,172.31.5.22,eu-west-2,api-user,Boto3/1.28.0,,4,14,0,0,0,0,0,0,NORMAL
req-000113-3688,2024-01-03T09:33:36Z,ConsoleLogin,signin.amazonaws.com,10.0.2.45,ap-south-1,terraform-svc,console.aws.amazon.com,,0,10,0,0,0,0,0,0,NORMAL
req-000380-2903,2024-01-21T01:15:52Z,PutBucketPolicy,s3.amazonaws.com,91.108.4.1,us-west-2,iam-readonly,libwww-perl/6.07,,1,88,1,0,1,0,0,0,SUSPICIOUS
req-000046-7818,2024-01-03T11:15:07Z,ConsoleLogin,signin.amazonaws.com,10.0.1.20,ap-south-1,api-user,aws-cli/2.13.0,,4,13,0,0,0,0,0,0,NORMAL
req-000124-7718,2024-01-25T15:50:15Z,DescribeInstances,ec2.amazonaws.com,172.31.5.22,us-west-2,svc-lambda,AWS Internal,,1,1,0,0,0,0,0,0,NORMAL
req-000084-8245,2024-01-11T17:09:28Z,AssumeRole,sts.amazonaws.com,172.31.0.10,ca-central-1,svc-billing,console.aws.amazon.com,,0,8,0,0,0,0,0,0,NORMAL
req-00012d-2376,2024-01-05T10:12:52Z,ConsoleLogin,signin.amazonaws.com,10.0.2.45,ap-south-1,iam-readonly,aws-cli/2.13.0,,3,6,0,0,0,0,0,0,NORMAL
req-0001a9-3135,2024-01-17T15:48:07Z,ListBuckets,s3.amazonaws.com,172.16.0.5,ap-northeast-1,terraform-svc,AWS Internal,,0,8,0,0,0,0,0,0,NORMAL
req-000147-4860,2024-01-14T15:34:43Z,GetCallerIdentity,sts.amazonaws.com,10.0.2.45,ap-south-1,devops,Boto3/1.28.0,,3,10,0,0,0,0,0,0,NORMAL
req-000091-3042,2024-01-30T15:06:45Z,DescribeSecurityGroups,ec2.amazonaws.com,172.16.0.5,ap-northeast-1,iam-readonly,Boto3/1.28.0,,4,14,0,0,0,0,0,0,NORMAL
req-0001a8-3450,2024-01-28T15:58:32Z,ListBuckets,s3.amazonaws.com,10.0.0.1,ap-south-1,admin,Boto3/1.28.0,,3,14,0,0,0,0,0,0,NORMAL
req-000245-6298,2024-01-15T17:59:17Z,GetObject,s3.amazonaws.com,10.0.1.20,eu-west-2,terraform-svc,Boto3/1.28.0,,3,12,0,0,0,0,0,0,NORMAL
req-000088-6543,2024-01-12T12:58:18Z,ConsoleLogin,signin.amazonaws.com,10.0.2.45,ap-northeast-1,api-user,AWS Internal,,3,7,0,0,0,0,0,0,NORMAL
req-0001c3-3203,2024-01-26T14:00:11Z,ListBuckets,s3.amazonaws.com,172.31.0.10,us-west-2,svc-lambda,aws-cli/2.13.0,,3,8,0,0,0,0,0,0,NORMAL
req-0000a5-6922,2024-01-23T09:45:59Z,ListBuckets,s3.amazonaws.com,10.0.2.45,us-east-1,svc-billing,Terraform/1.5.0,,1,13,0,0,0,0,0,0,NORMAL
req-00001d-3546,2024-01-09T09:07:56Z,ConsoleLogin,signin.amazonaws.com,172.31.0.10,ap-northeast-1,terraform-svc,Boto3/1.28.0,,0,12,0,0,0,0,0,0,NORMAL
req-000306-8887,2024-01-21T04:32:16Z,GetSecretValue,secretsmanager.amazonaws.com,10.0.0.1,cn-north-1,terraform-svc,Mozilla/5.0 (unknown),UnauthorizedOperation,2,73,1,0,0,0,1,1,SUSPICIOUS
req-0000c2-3868,2024-01-19T17:14:34Z,AssumeRole,sts.amazonaws.com,192.168.1.100,ap-south-1,iam-readonly,Boto3/1.28.0,,0,15,0,0,0,0,0,0,NORMAL
req-000185-8353,2024-01-07T16:49:46Z,GetObject,s3.amazonaws.com,10.0.2.45,us-west-2,api-user,console.aws.amazon.com,,1,5,0,0,0,0,0,0,NORMAL
req-000355-2946,2024-01-21T04:46:25Z,AttachUserPolicy,iam.amazonaws.com,54.239.28.85,ru-central-1,api-user,aws-cli/2.13.0,AccessDenied,1,24,1,0,0,0,1,1,SUSPICIOUS
req-0000aa-9234,2024-01-21T09:19:39Z,GetObject,s3.amazonaws.com,172.31.0.10,ap-northeast-1,api-user,Boto3/1.28.0,,4,2,0,0,0,0,0,0,NORMAL
req-0002c2-4463,2024-01-24T23:58:51Z,AuthorizeSecurityGroupIngress,ec2.amazonaws.com,10.0.0.1,sa-east-1,john.doe,libwww-perl/6.07,InvalidClientTokenId,4,36,1,0,1,0,1,0,SUSPICIOUS
req-00008d-7172,2024-01-02T15:42:21Z,DescribeInstances,ec2.amazonaws.com,10.0.2.45,ap-northeast-1,svc-lambda,Terraform/1.5.0,,4,3,0,0,0,0,0,0,NORMAL
req-0000ae-7070,2024-01-24T12:55:22Z,GetCallerIdentity,sts.amazonaws.com,52.94.228.167,ap-south-1,iam-readonly,Boto3/1.28.0,,3,3,0,0,0,0,0,0,NORMAL
req-000007-1916,2024-01-18T18:14:43Z,ListBuckets,s3.amazonaws.com,192.168.1.100,us-east-1,terraform-svc,Terraform/1.5.0,,2,14,0,0,0,0,0,0,NORMAL
req-0002ea-3269,2024-01-26T10:24:30Z,GetSecretValue,secretsmanager.amazonaws.com,185.220.101.47,cn-north-1,api-user,libwww-perl/6.07,AccessDenied,4,36,1,0,0,0,1,1,SUSPICIOUS
req-0001df-1306,2024-01-21T19:32:24Z,ListBuckets,s3.amazonaws.com,52.94.228.167,ap-northeast-1,devops,AWS Internal,,1,15,0,0,0,0,0,0,NORMAL
req-00004a-5352,2024-01-04T13:34:14Z,GetObject,s3.amazonaws.com,10.0.2.45,ap-northeast-1,terraform-svc,console.aws.amazon.com,,1,15,0,0,0,0,0,0,NORMAL
req-00038f-1046,2024-01-19T23:49:44Z,PutUserPolicy,iam.amazonaws.com,91.108.4.1,us-west-2,john.doe,Mozilla/5.0 (unknown),,19,31,1,0,1,0,0,1,ATTACK
req-00032e-3872,2024-01-21T10:44:24Z,CreateAccessKey,iam.amazonaws.com,198.51.100.77,cn-north-1,admin,libwww-perl/6.07,,1,62,1,0,0,0,0,0,SUSPICIOUS
req-0000ef-5040,2024-01-16T11:50:04Z,DescribeInstances,ec2.amazonaws.com,192.168.1.100,us-east-1,svc-billing,aws-cli/2.13.0,,2,5,0,0,0,0,0,0,NORMAL
req-000092-6727,2024-01-03T13:58:14Z,DescribeInstances,ec2.amazonaws.com,10.0.2.45,ca-central-1,john.doe,Boto3/1.28.0,,3,15,0,0,0,0,0,0,NORMAL
req-000319-8559,2024-01-17T07:37:50Z,AttachUserPolicy,iam.amazonaws.com,192.0.2.45,ap-northeast-1,root,Go-http-client/1.1,UnauthorizedOperation,4,79,1,0,0,0,1,1,SUSPICIOUS
req-0000eb-7383,2024-01-13T09:45:50Z,ConsoleLogin,signin.amazonaws.com,10.0.1.20,us-west-2,admin,console.aws.amazon.com,,1,12,0,0,0,0,0,0,NORMAL
req-0000dd-4214,2024-01-19T16:46:26Z,GetCallerIdentity,sts.amazonaws.com,34.224.10.5,ap-south-1,svc-billing,Boto3/1.28.0,,2,3,0,0,0,0,0,0,NORMAL
req-00039c-6071,2024-01-19T01:40:31Z,DeleteTrail,cloudtrail.amazonaws.com,198.51.100.77,us-west-2,admin,Go-http-client/1.1,UnauthorizedOperation,11,21,1,1,1,0,1,1,ATTACK
req-0001f5-6624,2024-01-30T16:09:55Z,ConsoleLogin,signin.amazonaws.com,10.0.2.45,us-west-2,john.doe,aws-cli/2.13.0,,2,1,0,0,0,0,0,0,NORMAL
req-000085-5703,2024-01-15T14:02:03Z,ListBuckets,s3.amazonaws.com,10.0.2.45,eu-west-2,admin,Terraform/1.5.0,,2,14,0,0,0,0,0,0,NORMAL
req-0003df-4015,2024-01-13T03:03:59Z,PutUserPolicy,iam.amazonaws.com,185.220.101.47,ap-northeast-1,john.doe,python-requests/2.31,AccessDenied,12,58,1,0,1,0,1,1,ATTACK
req-000307-9866,2024-01-17T13:41:48Z,CreateAccessKey,iam.amazonaws.com,103.21.244.0,sa-east-1,john.doe,console.aws.amazon.com,,2,59,1,0,0,0,0,0,SUSPICIOUS
req-0000ba-3262,2024-01-28T14:54:47Z,DescribeInstances,ec2.amazonaws.com,172.16.0.5,eu-west-2,iam-readonly,console.aws.amazon.com,,0,12,0,0,0,0,0,0,NORMAL
req-00002a-4501,2024-01-21T16:20:29Z,GetCallerIdentity,sts.amazonaws.com,172.31.0.10,us-east-1,iam-readonly,Boto3/1.28.0,,3,8,0,0,0,0,0,0,NORMAL
req-0002b9-1745,2024-01-20T12:42:51Z,ConsoleLogin,signin.amazonaws.com,34.224.10.5,ca-central-1,devops,aws-cli/2.13.0,,4,12,0,0,0,0,0,0,NORMAL
req-00006d-9850,2024-01-01T16:17:54Z,ListBuckets,s3.amazonaws.com,172.31.0.10,us-west-2,iam-readonly,Boto3/1.28.0,,1,3,0,0,0,0,0,0,NORMAL
req-00024d-9015,2024-01-02T09:12:01Z,ListBuckets,s3.amazonaws.com,54.239.28.85,ap-northeast-1,svc-lambda,aws-cli/2.13.0,,4,4,0,0,0,0,0,0,NORMAL
req-000039-6111,2024-01-06T20:19:06Z,AssumeRole,sts.amazonaws.com,172.16.0.5,us-west-2,admin,console.aws.amazon.com,,4,1,0,0,0,0,0,0,NORMAL
req-000196-8982,2024-01-22T11:04:16Z,DescribeSecurityGroups,ec2.amazonaws.com,172.31.5.22,eu-west-2,api-user,AWS Internal,,0,4,0,0,0,0,0,0,NORMAL
req-0001bb-4271,2024-01-30T17:58:12Z,GetCallerIdentity,sts.amazonaws.com,54.239.28.85,us-east-1,terraform-svc,AWS Internal,,3,12,0,0,0,0,0,0,NORMAL
req-0002f6-9270,2024-01-24T04:35:17Z,PutBucketPolicy,s3.amazonaws.com,54.239.28.85,us-east-1,svc-lambda,curl/7.88.1,,3,46,0,0,0,0,0,0,SUSPICIOUS
req-0003e6-4876,2024-01-04T22:31:59Z,PutUserPolicy,iam.amazonaws.com,203.0.113.99,ap-south-1,root,python-requests/2.31,UnauthorizedOperation,35,61,1,1,1,1,1,1,ATTACK
req-000019-2343,2024-01-08T16:37:38Z,ConsoleLogin,signin.amazonaws.com,10.0.0.1,eu-west-2,terraform-svc,AWS Internal,,0,10,0,0,0,0,0,0,NORMAL
req-0001d4-3048,2024-01-01T15:11:06Z,DescribeInstances,ec2.amazonaws.com,10.0.1.20,ap-south-1,admin,aws-cli/2.13.0,,2,5,0,0,0,0,0,0,NORMAL
req-00021c-1518,2024-01-26T20:48:19Z,ListBuckets,s3.amazonaws.com,172.31.0.10,eu-west-2,api-user,Terraform/1.5.0,,2,12,0,0,0,0,0,0,NORMAL
req-000214-9608,2024-01-14T11:38:54Z,GetObject,s3.amazonaws.com,52.94.228.167,ca-central-1,terraform-svc,console.aws.amazon.com,,2,5,0,0,0,0,0,0,NORMAL
req-00026b-3465,2024-01-09T09:07:44Z,ConsoleLogin,signin.amazonaws.com,54.239.28.85,ca-central-1,admin,aws-cli/2.13.0,,1,8,0,0,0,0,0,0,NORMAL
req-0002b7-8506,2024-01-08T11:39:28Z,AssumeRole,sts.amazonaws.com,172.16.0.5,us-west-2,admin,aws-cli/2.13.0,,1,6,0,0,0,0,0,0,NORMAL
req-00039f-1699,2024-01-12T02:05:43Z,CreateUser,iam.amazonaws.com,198.51.100.77,cn-north-1,admin,Go-http-client/1.1,AccessDenied,31,84,1,1,1,0,1,1,ATTACK
req-000153-6730,2024-01-15T16:11:55Z,GetCallerIdentity,sts.amazonaws.com,10.0.1.20,ap-south-1,svc-billing,aws-cli/2.13.0,,3,10,0,0,0,0,0,0,NORMAL
req-000034-3704,2024-01-11T13:42:43Z,DescribeSecurityGroups,ec2.amazonaws.com,172.31.0.10,us-east-1,devops,Terraform/1.5.0,,3,12,0,0,0,0,0,0,NORMAL
req-0001fc-3248,2024-01-08T11:09:21Z,DescribeSecurityGroups,ec2.amazonaws.com,172.31.0.10,ap-south-1,api-user,AWS Internal,,3,11,0,0,0,0,0,0,NORMAL
req-000205-9784,2024-01-13T20:46:20Z,DescribeSecurityGroups,ec2.amazonaws.com,172.31.0.10,us-west-2,api-user,Terraform/1.5.0,,3,10,0,0,0,0,0,0,NORMAL
req-000399-3460,2024-01-14T02:57:47Z,CreateUser,iam.amazonaws.com,45.155.205.12,cn-north-1,john.doe,curl/7.88.1,,37,32,1,0,1,1,0,1,ATTACK
req-00030e-9633,2024-01-15T09:15:23Z,GetSecretValue,secretsmanager.amazonaws.com,91.108.4.1,sa-east-1,terraform-svc,python-requests/2.31,,2,41,1,0,0,0,0,1,SUSPICIOUS
req-000109-3078,2024-01-26T19:26:58Z,GetObject,s3.amazonaws.com,34.224.10.5,us-west-2,john.doe,AWS Internal,,0,5,0,0,0,0,0,0,NORMAL
req-000332-4969,2024-01-08T00:54:46Z,PutBucketPolicy,s3.amazonaws.com,198.51.100.77,sa-east-1,iam-readonly,aws-cli/2.13.0,,2,63,1,0,1,0,0,0,SUSPICIOUS
req-0002c7-8671,2024-01-21T16:41:33Z,RunInstances,ec2.amazonaws.com,192.0.2.45,sa-east-1,terraform-svc,Mozilla/5.0 (unknown),AccessDenied,0,57,1,0,0,0,1,0,SUSPICIOUS
